Voltage_measured (Volts),Current_measured (Amps),Temperature_measured (C),Time (secs),Source_File,Ambient Temperature,Delta_Temperature,state,cycle_number,
4.208326823,0.879580992,26.78235829,1231.719,Cycle_1_charge.csv,24,2.782358288,charge,1,
4.208606203,0.876987081,26.77391821,1239.016,Cycle_1_charge.csv,24,2.773918213,charge,1,
4.208181471,0.865326848,26.75215617,1246.328,Cycle_1_charge.csv,24,2.75215617,charge,1,
4.20857017,0.866684925,26.73882551,1253.641,Cycle_1_charge.csv,24,2.738825511,charge,1,
4.208346623,0.854809376,26.71372863,1261.016,Cycle_1_charge.csv,24,2.71372863,charge,1,
4.20858803,0.852756622,26.69177106,1268.407,Cycle_1_charge.csv,24,2.691771057,charge,1,
4.208168896,0.843897498,26.67996319,1275.797,Cycle_1_charge.csv,24,2.67996319,charge,1,
4.208558574,0.845605129,26.65272092,1283.219,Cycle_1_charge.csv,24,2.652720922,charge,1,
4.208117594,0.832810463,26.64783382,1290.641,Cycle_1_charge.csv,24,2.64783382,charge,1,
4.208370867,0.828367682,26.637821,1298.157,Cycle_1_charge.csv,24,2.637820996,charge,1,
4.209039114,0.827249546,26.6224976,1305.703,Cycle_1_charge.csv,24,2.622497598,charge,1,
4.208491416,0.817550596,26.60929065,1313.203,Cycle_1_charge.csv,24,2.609290655,charge,1,
4.208677404,0.817833677,26.58885638,1320.797,Cycle_1_charge.csv,24,2.588856383,charge,1,
4.209499636,0.818331643,26.57074739,1328.297,Cycle_1_charge.csv,24,2.570747387,charge,1,
4.20964008,0.81386485,26.55043047,1335.938,Cycle_1_charge.csv,24,2.550430466,charge,1,
4.208679757,0.79665988,26.53858815,1343.578,Cycle_1_charge.csv,24,2.53858815,charge,1,
4.208884909,0.795201875,26.51604801,1351.25,Cycle_1_charge.csv,24,2.516048011,charge,1,
4.209308704,0.791373609,26.51353003,1358.907,Cycle_1_charge.csv,24,2.513530033,charge,1,
4.209772009,0.792810045,26.49727216,1366.61,Cycle_1_charge.csv,24,2.497272162,charge,1,
4.209177125,0.783686828,26.48060459,1374.422,Cycle_1_charge.csv,24,2.480604591,charge,1,
4.208495495,0.770802483,26.46792205,1382.203,Cycle_1_charge.csv,24,2.467922047,charge,1,
4.208869433,0.773038215,26.4464976,1389.969,Cycle_1_charge.csv,24,2.446497599,charge,1,
4.209619128,0.771615359,26.4370975,1397.719,Cycle_1_charge.csv,24,2.4370975,charge,1,
4.209056232,0.759165996,26.42485675,1405.657,Cycle_1_charge.csv,24,2.424856747,charge,1,
4.207674284,0.742046222,26.41429084,1413.547,Cycle_1_charge.csv,24,2.414290838,charge,1,
4.207796636,0.740237923,26.40069404,1421.485,Cycle_1_charge.csv,24,2.400694039,charge,1,
4.208021699,0.738624357,26.38384083,1429.375,Cycle_1_charge.csv,24,2.383840835,charge,1,
4.208485577,0.73981826,26.37225384,1437.203,Cycle_1_charge.csv,24,2.372253844,charge,1,
4.20888259,0.736531543,26.35375447,1445.188,Cycle_1_charge.csv,24,2.353754471,charge,1,
4.209292574,0.73858666,26.34264564,1453.094,Cycle_1_charge.csv,24,2.342645645,charge,1,
4.209781394,0.736749232,26.32825193,1461.141,Cycle_1_charge.csv,24,2.328251926,charge,1,
4.209581689,0.72676314,26.32168552,1469.25,Cycle_1_charge.csv,24,2.321685524,charge,1,
4.209100174,0.716598687,26.30603544,1477.344,Cycle_1_charge.csv,24,2.306035437,charge,1,
4.209383878,0.714588385,26.29506067,1485.422,Cycle_1_charge.csv,24,2.295060673,charge,1,
4.208114946,0.693248287,26.28999918,1493.625,Cycle_1_charge.csv,24,2.289999175,charge,1,
4.20823452,0.694530007,26.26637407,1501.782,Cycle_1_charge.csv,24,2.266374072,charge,1,
4.208509321,0.692818813,26.24187358,1509.922,Cycle_1_charge.csv,24,2.241873577,charge,1,
4.208808896,0.691973133,26.23250947,1518.032,Cycle_1_charge.csv,24,2.232509466,charge,1,
4.209346439,0.692037211,26.21762434,1526.219,Cycle_1_charge.csv,24,2.217624344,charge,1,
4.2099487,0.691475823,26.20693812,1534.328,Cycle_1_charge.csv,24,2.20693812,charge,1,
4.209107189,0.679575091,26.2002834,1542.547,Cycle_1_charge.csv,24,2.200283404,charge,1,
4.209690461,0.679007892,26.17923946,1550.813,Cycle_1_charge.csv,24,2.179239459,charge,1,
4.208247298,0.659871664,26.1737993,1559.078,Cycle_1_charge.csv,24,2.173799297,charge,1,
4.208570722,0.65640163,26.16696485,1567.391,Cycle_1_charge.csv,24,2.166964847,charge,1,
4.207770024,0.64306689,26.14517848,1575.782,Cycle_1_charge.csv,24,2.145178483,charge,1,
4.207989432,0.644711551,26.13759535,1584.157,Cycle_1_charge.csv,24,2.137595345,charge,1,
4.208588528,0.648054107,26.12115798,1592.532,Cycle_1_charge.csv,24,2.121157976,charge,1,
4.207980493,0.632867638,26.11306214,1601.016,Cycle_1_charge.csv,24,2.113062137,charge,1,
4.208157575,0.63266101,26.09733834,1609.344,Cycle_1_charge.csv,24,2.097338337,charge,1,
4.207932744,0.623557221,26.08076825,1617.594,Cycle_1_charge.csv,24,2.080768251,charge,1,
4.207192125,0.613362518,26.07653055,1625.938,Cycle_1_charge.csv,24,2.076530555,charge,1,
4.206594413,0.603936634,26.05685909,1634.313,Cycle_1_charge.csv,24,2.056859086,charge,1,
4.207032211,0.603466822,26.04776968,1642.625,Cycle_1_charge.csv,24,2.047769683,charge,1,
4.207056087,0.601564233,26.03472016,1651,Cycle_1_charge.csv,24,2.034720164,charge,1,
4.207350581,0.600745153,26.02170275,1659.532,Cycle_1_charge.csv,24,2.02170275,charge,1,
4.206894671,0.588899142,26.00534797,1667.953,Cycle_1_charge.csv,24,2.005347972,charge,1,
4.206255092,0.581286297,25.99989979,1676.438,Cycle_1_charge.csv,24,1.999899788,charge,1,
4.205467809,0.570476413,25.99162461,1684.922,Cycle_1_charge.csv,24,1.991624613,charge,1,
4.204826289,0.56047576,25.97772806,1693.532,Cycle_1_charge.csv,24,1.977728057,charge,1,
4.204112381,0.550712972,25.96802973,1702.078,Cycle_1_charge.csv,24,1.968029726,charge,1,
4.204091218,0.551089626,25.96429913,1710.688,Cycle_1_charge.csv,24,1.964299135,charge,1,
4.204384228,0.548613944,25.94972534,1719.282,Cycle_1_charge.csv,24,1.949725345,charge,1,
4.204511393,0.549182676,25.93571481,1727.922,Cycle_1_charge.csv,24,1.935714812,charge,1,
4.205666675,0.558695503,25.92403828,1736.641,Cycle_1_charge.csv,24,1.924038276,charge,1,
4.205227048,0.54813413,25.90846732,1745.391,Cycle_1_charge.csv,24,1.908467317,charge,1,
4.2046359,0.538209542,25.90428028,1754.125,Cycle_1_charge.csv,24,1.904280285,charge,1,
4.203864052,0.526510623,25.8859462,1762.953,Cycle_1_charge.csv,24,1.885946197,charge,1,
4.204037962,0.529841085,25.87792481,1771.688,Cycle_1_charge.csv,24,1.87792481,charge,1,
4.204351357,0.525321853,25.85541446,1780.563,Cycle_1_charge.csv,24,1.855414463,charge,1,
4.204655827,0.525044106,25.86045277,1789.344,Cycle_1_charge.csv,24,1.860452771,charge,1,
4.204912549,0.524218868,25.84542466,1798.235,Cycle_1_charge.csv,24,1.845424657,charge,1,
4.205317483,0.523812457,25.82877033,1807.172,Cycle_1_charge.csv,24,1.828770328,charge,1,
4.205387125,0.526991354,25.81176316,1815.828,Cycle_1_charge.csv,24,1.811763165,charge,1,
4.206068967,0.523034546,25.80625812,1824.485,Cycle_1_charge.csv,24,1.806258125,charge,1,
4.205417669,0.511690363,25.78689849,1833.313,Cycle_1_charge.csv,24,1.786898486,charge,1,
4.204675395,0.502006781,25.77093218,1842.11,Cycle_1_charge.csv,24,1.770932179,charge,1,
4.205119442,0.502065979,25.76772027,1850.953,Cycle_1_charge.csv,24,1.767720267,charge,1,
4.205191956,0.500692358,25.75859334,1859.719,Cycle_1_charge.csv,24,1.758593338,charge,1,
4.20542041,0.49833893,25.75147832,1868.625,Cycle_1_charge.csv,24,1.751478316,charge,1,
4.206070769,0.503025086,25.73528212,1877.547,Cycle_1_charge.csv,24,1.735282124,charge,1,
4.205025239,0.489960914,25.72729819,1886.516,Cycle_1_charge.csv,24,1.727298192,charge,1,
4.204599279,0.480903548,25.71038834,1895.485,Cycle_1_charge.csv,24,1.710388337,charge,1,
4.20383054,0.469857522,25.69822465,1904.5,Cycle_1_charge.csv,24,1.698224652,charge,1,
4.20396728,0.470911513,25.68445088,1913.578,Cycle_1_charge.csv,24,1.684450879,charge,1,
4.204208657,0.466496007,25.67603344,1922.688,Cycle_1_charge.csv,24,1.676033439,charge,1,
4.20470227,0.468782513,25.66851432,1931.813,Cycle_1_charge.csv,24,1.668514325,charge,1,
4.204745915,0.467547577,25.65906846,1940.969,Cycle_1_charge.csv,24,1.659068461,charge,1,
4.20509449,0.47107909,25.64343821,1950.172,Cycle_1_charge.csv,24,1.643438208,charge,1,
4.205447558,0.467953051,25.62782566,1959.344,Cycle_1_charge.csv,24,1.627825664,charge,1,
4.205564799,0.469675174,25.61991462,1968.547,Cycle_1_charge.csv,24,1.619914621,charge,1,
4.204973042,0.455706304,25.61678047,1977.828,Cycle_1_charge.csv,24,1.616780469,charge,1,
4.204423181,0.444160346,25.59791889,1987.11,Cycle_1_charge.csv,24,1.597918888,charge,1,
4.204667497,0.443923042,25.58248452,1996.407,Cycle_1_charge.csv,24,1.582484521,charge,1,
4.20487295,0.44187306,25.57955357,2005.797,Cycle_1_charge.csv,24,1.579553571,charge,1,
4.205111264,0.443702657,25.57195664,2014.516,Cycle_1_charge.csv,24,1.571956635,charge,1,
4.205233284,0.442610706,25.56181401,2023.266,Cycle_1_charge.csv,24,1.561814005,charge,1,
4.205580818,0.44263504,25.55279473,2032.11,Cycle_1_charge.csv,24,1.552794728,charge,1,
4.204941721,0.43400407,25.54756154,2040.985,Cycle_1_charge.csv,24,1.547561536,charge,1,
4.204314834,0.420340857,25.52249182,2049.813,Cycle_1_charge.csv,24,1.522491822,charge,1,
4.204426538,0.424043293,25.52034777,2058.703,Cycle_1_charge.csv,24,1.520347769,charge,1,
4.204666003,0.423353513,25.50729163,2067.641,Cycle_1_charge.csv,24,1.507291635,charge,1,
4.204772924,0.422211284,25.50277708,2076.532,Cycle_1_charge.csv,24,1.50277708,charge,1,
4.20502581,0.424976461,25.49233084,2085.469,Cycle_1_charge.csv,24,1.492330845,charge,1,
4.205189394,0.420335719,25.48547075,2094.469,Cycle_1_charge.csv,24,1.485470752,charge,1,
4.205632565,0.422307271,25.47792821,2103.563,Cycle_1_charge.csv,24,1.47792821,charge,1,
4.204867049,0.410257686,25.46435084,2112.641,Cycle_1_charge.csv,24,1.464350844,charge,1,
4.205244948,0.406320476,25.45554399,2121.766,Cycle_1_charge.csv,24,1.455543988,charge,1,
4.205441279,0.409485334,25.4456621,2130.828,Cycle_1_charge.csv,24,1.445662097,charge,1,
4.205822103,0.409839566,25.43403833,2139.985,Cycle_1_charge.csv,24,1.434038332,charge,1,
4.205012652,0.396085288,25.42808272,2149.235,Cycle_1_charge.csv,24,1.428082725,charge,1,
4.205056754,0.395272863,25.41385678,2158.5,Cycle_1_charge.csv,24,1.413856783,charge,1,
4.205254837,0.394764747,25.41117658,2167.797,Cycle_1_charge.csv,24,1.411176576,charge,1,
4.205472549,0.395631656,25.39911951,2177.047,Cycle_1_charge.csv,24,1.399119514,charge,1,
4.205981775,0.395957094,25.388857,2186.344,Cycle_1_charge.csv,24,1.388856998,charge,1,
4.205220553,0.387115038,25.37954263,2195.782,Cycle_1_charge.csv,24,1.379542626,charge,1,
4.205709986,0.383583422,25.37341904,2205.141,Cycle_1_charge.csv,24,1.37341904,charge,1,
4.204835844,0.374843478,25.36280261,2214.625,Cycle_1_charge.csv,24,1.362802612,charge,1,
4.205034484,0.377355942,25.35704086,2224.032,Cycle_1_charge.csv,24,1.357040855,charge,1,
4.205332708,0.3735642,25.3466571,2233.516,Cycle_1_charge.csv,24,1.346657101,charge,1,
4.205359436,0.377143359,25.33148337,2243.047,Cycle_1_charge.csv,24,1.331483366,charge,1,
4.205245245,0.373078603,25.31922083,2252.532,Cycle_1_charge.csv,24,1.31922083,charge,1,
4.205796351,0.372073116,25.32246326,2262.094,Cycle_1_charge.csv,24,1.322463257,charge,1,
4.205289067,0.363081576,25.3038899,2271.797,Cycle_1_charge.csv,24,1.303889896,charge,1,
4.205346996,0.360144403,25.29779739,2281.453,Cycle_1_charge.csv,24,1.297797392,charge,1,
4.205557909,0.35840564,25.29499215,2291.11,Cycle_1_charge.csv,24,1.294992146,charge,1,
4.204827266,0.350288214,25.28746097,2300.844,Cycle_1_charge.csv,24,1.287460968,charge,1,
4.20500731,0.350424868,25.27827164,2310.563,Cycle_1_charge.csv,24,1.27827164,charge,1,
4.205406622,0.352454171,25.26210868,2320.375,Cycle_1_charge.csv,24,1.262108676,charge,1,
4.205456811,0.349249853,25.25487155,2330.11,Cycle_1_charge.csv,24,1.254871552,charge,1,
4.205533328,0.349630343,25.24943644,2340,Cycle_1_charge.csv,24,1.249436437,charge,1,
4.205867582,0.350441513,25.23453259,2349.844,Cycle_1_charge.csv,24,1.234532588,charge,1,
4.205078287,0.340337069,25.2200788,2359.766,Cycle_1_charge.csv,24,1.220078804,charge,1,
4.205431109,0.33705061,25.21927823,2369.672,Cycle_1_charge.csv,24,1.21927823,charge,1,
4.20571011,0.341589275,25.20595173,2379.688,Cycle_1_charge.csv,24,1.205951725,charge,1,
4.204692487,0.328330993,25.20176308,2389.735,Cycle_1_charge.csv,24,1.201763079,charge,1,
4.204947273,0.328376067,25.19431263,2399.813,Cycle_1_charge.csv,24,1.19431263,charge,1,
4.205346531,0.330970073,25.18753654,2409.875,Cycle_1_charge.csv,24,1.187536543,charge,1,
4.205125747,0.324949447,25.18423828,2420.016,Cycle_1_charge.csv,24,1.184238275,charge,1,
4.205710441,0.328956077,25.1751735,2430.157,Cycle_1_charge.csv,24,1.175173496,charge,1,
4.20501873,0.316892201,25.15869951,2440.375,Cycle_1_charge.csv,24,1.15869951,charge,1,
4.205106112,0.317253326,25.14660494,2450.563,Cycle_1_charge.csv,24,1.146604938,charge,1,
4.205317141,0.315349322,25.1405735,2460.844,Cycle_1_charge.csv,24,1.140573501,charge,1,
4.205424843,0.316747247,25.12582568,2471.125,Cycle_1_charge.csv,24,1.125825678,charge,1,
4.2056548,0.313419328,25.11532215,2481.407,Cycle_1_charge.csv,24,1.115322149,charge,1,
4.204864236,0.307443308,25.10392658,2491.828,Cycle_1_charge.csv,24,1.103926579,charge,1,
4.20500811,0.303125524,25.10085685,2502.157,Cycle_1_charge.csv,24,1.100856851,charge,1,
4.205184645,0.306354147,25.08888058,2512.016,Cycle_1_charge.csv,24,1.088880575,charge,1,
4.205359463,0.304347847,25.0873184,2521.938,Cycle_1_charge.csv,24,1.087318398,charge,1,
4.205683913,0.302146699,25.07738214,2531.86,Cycle_1_charge.csv,24,1.077382142,charge,1,
4.204826074,0.2941381,25.06391957,2541.782,Cycle_1_charge.csv,24,1.063919573,charge,1,
4.204982896,0.29396338,25.06094722,2551.688,Cycle_1_charge.csv,24,1.060947223,charge,1,
4.205039847,0.291325736,25.05872324,2561.735,Cycle_1_charge.csv,24,1.058723242,charge,1,
4.20512296,0.29286658,25.05052352,2571.75,Cycle_1_charge.csv,24,1.050523516,charge,1,
4.205428889,0.287482302,25.05263118,2581.828,Cycle_1_charge.csv,24,1.052631177,charge,1,
4.205670778,0.293265128,25.03209638,2591.875,Cycle_1_charge.csv,24,1.032096377,charge,1,
4.20571921,0.292057427,25.02916955,2602.016,Cycle_1_charge.csv,24,1.029169552,charge,1,
4.206263297,0.291945064,25.02932713,2612.219,Cycle_1_charge.csv,24,1.029327134,charge,1,
4.20630549,0.292087152,25.0144219,2622.422,Cycle_1_charge.csv,24,1.014421904,charge,1,
4.206498454,0.28900752,25.00681768,2632.672,Cycle_1_charge.csv,24,1.006817685,charge,1,
4.206574979,0.288392857,24.9990068,2642.938,Cycle_1_charge.csv,24,0.999006802,charge,1,
4.206085251,0.28021066,24.98988804,2653.282,Cycle_1_charge.csv,24,0.989888035,charge,1,
4.205377602,0.267342541,24.98884446,2663.672,Cycle_1_charge.csv,24,0.988844464,charge,1,
4.205352316,0.268812519,24.97543495,2674.016,Cycle_1_charge.csv,24,0.975434953,charge,1,
4.205594543,0.270927002,24.97774193,2684.438,Cycle_1_charge.csv,24,0.977741933,charge,1,
4.205265365,0.2681296,24.96679496,2694.813,Cycle_1_charge.csv,24,0.966794964,charge,1,
4.205570655,0.267871876,24.96095294,2705.328,Cycle_1_charge.csv,24,0.96095294,charge,1,
4.205970349,0.265865492,24.95168414,2715.828,Cycle_1_charge.csv,24,0.951684136,charge,1,
4.205938479,0.266033686,24.95424967,2726.375,Cycle_1_charge.csv,24,0.954249673,charge,1,
4.206233603,0.267783115,24.94490376,2736.969,Cycle_1_charge.csv,24,0.944903758,charge,1,
4.206316041,0.265251723,24.93741821,2747.703,Cycle_1_charge.csv,24,0.937418205,charge,1,
4.20651786,0.264668554,24.93852729,2758.391,Cycle_1_charge.csv,24,0.938527294,charge,1,
4.206741691,0.265467817,24.92760742,2769.078,Cycle_1_charge.csv,24,0.927607417,charge,1,
4.20621729,0.252068981,24.92195918,2779.875,Cycle_1_charge.csv,24,0.921959176,charge,1,
4.205522549,0.245603864,24.90400032,2790.657,Cycle_1_charge.csv,24,0.904000321,charge,1,
4.205453768,0.244891116,24.9017583,2801.344,Cycle_1_charge.csv,24,0.901758297,charge,1,
4.205726794,0.246694756,24.89376792,2812.172,Cycle_1_charge.csv,24,0.893767921,charge,1,
4.205529812,0.249097171,24.8923774,2823,Cycle_1_charge.csv,24,0.892377395,charge,1,
4.20594675,0.243824099,24.88197607,2833.891,Cycle_1_charge.csv,24,0.881976068,charge,1,
4.205874586,0.243643505,24.8708649,2844.891,Cycle_1_charge.csv,24,0.870864896,charge,1,
4.206169719,0.2440173,24.86896309,2855.86,Cycle_1_charge.csv,24,0.868963086,charge,1,
4.20631147,0.245958328,24.86874484,2866.875,Cycle_1_charge.csv,24,0.868744837,charge,1,
4.206553166,0.242575971,24.85150807,2877.875,Cycle_1_charge.csv,24,0.851508074,charge,1,
4.205680909,0.234029618,24.84347372,2888.969,Cycle_1_charge.csv,24,0.843473718,charge,1,
4.205851627,0.234142149,24.84443947,2900.094,Cycle_1_charge.csv,24,0.844439469,charge,1,
4.206058121,0.232482467,24.83615924,2911.235,Cycle_1_charge.csv,24,0.836159235,charge,1,
4.206050241,0.231957359,24.8209736,2922.407,Cycle_1_charge.csv,24,0.820973605,charge,1,
4.206468438,0.233311888,24.81909315,2933.61,Cycle_1_charge.csv,24,0.819093151,charge,1,
4.206427322,0.231642239,24.81821643,2944.891,Cycle_1_charge.csv,24,0.818216432,charge,1,
4.206642428,0.232107625,24.80717005,2956.188,Cycle_1_charge.csv,24,0.807170047,charge,1,
4.205816692,0.220901544,24.79757679,2967.5,Cycle_1_charge.csv,24,0.797576788,charge,1,
4.204937242,0.211097803,24.80251326,2978.891,Cycle_1_charge.csv,24,0.802513257,charge,1,
4.205144089,0.211909551,24.78669893,2990.344,Cycle_1_charge.csv,24,0.786698931,charge,1,
4.205063948,0.20870146,24.77419168,3001.828,Cycle_1_charge.csv,24,0.774191676,charge,1,
4.205318387,0.210570453,24.77449396,3012.719,Cycle_1_charge.csv,24,0.774493956,charge,1,
4.20528678,0.213573955,24.77820827,3023.625,Cycle_1_charge.csv,24,0.778208275,charge,1,
4.205505987,0.210461983,24.76226123,3034.547,Cycle_1_charge.csv,24,0.762261233,charge,1,
4.205443793,0.211914384,24.76872244,3045.594,Cycle_1_charge.csv,24,0.768722445,charge,1,
4.205495475,0.210094522,24.76203273,3056.578,Cycle_1_charge.csv,24,0.762032734,charge,1,
4.205886226,0.210458791,24.75336437,3067.657,Cycle_1_charge.csv,24,0.753364369,charge,1,
4.205883124,0.210460774,24.74929825,3078.766,Cycle_1_charge.csv,24,0.749298251,charge,1,
4.206333246,0.208974915,24.73347036,3089.922,Cycle_1_charge.csv,24,0.733470355,charge,1,
4.206258084,0.208752858,24.73507549,3101.125,Cycle_1_charge.csv,24,0.735075492,charge,1,
4.206152284,0.208143284,24.73303982,3112.344,Cycle_1_charge.csv,24,0.733039823,charge,1,
4.206317885,0.209376298,24.72271775,3123.625,Cycle_1_charge.csv,24,0.722717755,charge,1,
4.206291678,0.210892705,24.71658425,3134.922,Cycle_1_charge.csv,24,0.716584249,charge,1,
4.206691522,0.209682539,24.70474917,3146.282,Cycle_1_charge.csv,24,0.704749167,charge,1,
4.206194941,0.194842184,24.7056472,3157.578,Cycle_1_charge.csv,24,0.705647205,charge,1,
4.20523422,0.189591023,24.70494257,3168.985,Cycle_1_charge.csv,24,0.704942566,charge,1,
4.205285997,0.188772054,24.69120505,3180.438,Cycle_1_charge.csv,24,0.691205047,charge,1,
4.20565609,0.187837347,24.69181166,3191.938,Cycle_1_charge.csv,24,0.691811658,charge,1,
4.205504365,0.184690719,24.69440158,3203.438,Cycle_1_charge.csv,24,0.694401578,charge,1,
4.205538187,0.183303744,24.67593958,3215.016,Cycle_1_charge.csv,24,0.675939578,charge,1,
4.205746211,0.186799242,24.67893789,3226.516,Cycle_1_charge.csv,24,0.678937894,charge,1,
4.205608014,0.187582974,24.67602626,3238.188,Cycle_1_charge.csv,24,0.676026257,charge,1,
4.205763059,0.184152676,24.66501451,3249.797,Cycle_1_charge.csv,24,0.66501451,charge,1,
4.205898275,0.185582753,24.64621623,3261.453,Cycle_1_charge.csv,24,0.646216226,charge,1,
4.206659704,0.18685804,24.6533228,3273.157,Cycle_1_charge.csv,24,0.653322802,charge,1,
4.2054243,0.175655463,24.64762973,3284.969,Cycle_1_charge.csv,24,0.647629734,charge,1,
4.205228138,0.175223056,24.64264377,3296.797,Cycle_1_charge.csv,24,0.642643768,charge,1,
4.205567497,0.174888245,24.64170053,3308.657,Cycle_1_charge.csv,24,0.641700528,charge,1,
4.205449264,0.174924582,24.6377204,3320.532,Cycle_1_charge.csv,24,0.637720396,charge,1,
4.205597287,0.173183503,24.63373654,3332.36,Cycle_1_charge.csv,24,0.633736539,charge,1,
4.205840814,0.176881062,24.63245283,3344.297,Cycle_1_charge.csv,24,0.632452828,charge,1,
4.206100144,0.172960518,24.62302102,3356.266,Cycle_1_charge.csv,24,0.623021024,charge,1,
4.205986698,0.173079233,24.61910151,3368.313,Cycle_1_charge.csv,24,0.619101507,charge,1,
4.206361899,0.174795897,24.60404671,3380.391,Cycle_1_charge.csv,24,0.604046715,charge,1,
4.20612941,0.171865979,24.60394057,3392.516,Cycle_1_charge.csv,24,0.603940566,charge,1,
4.206583707,0.17395326,24.60246644,3404.688,Cycle_1_charge.csv,24,0.60246644,charge,1,
4.205750755,0.164930038,24.60417884,3416.86,Cycle_1_charge.csv,24,0.604178839,charge,1,
4.205812628,0.161805908,24.59106787,3429.078,Cycle_1_charge.csv,24,0.591067868,charge,1,
4.205786782,0.16445787,24.58829456,3441.313,Cycle_1_charge.csv,24,0.588294563,charge,1,
4.205986121,0.165051371,24.58800611,3453.594,Cycle_1_charge.csv,24,0.588006112,charge,1,
4.206005353,0.160459695,24.57976319,3465.969,Cycle_1_charge.csv,24,0.579763188,charge,1,
4.206255376,0.164542982,24.58070934,3478.36,Cycle_1_charge.csv,24,0.580709343,charge,1,
4.206388539,0.161487442,24.57771315,3490.641,Cycle_1_charge.csv,24,0.577713152,charge,1,
4.206396908,0.165118195,24.56450645,3503.047,Cycle_1_charge.csv,24,0.564506445,charge,1,
4.206538294,0.162565685,24.55992753,3514.938,Cycle_1_charge.csv,24,0.559927525,charge,1,
4.206713168,0.161415342,24.55748636,3526.844,Cycle_1_charge.csv,24,0.557486363,charge,1,
4.205830848,0.154387264,24.55679917,3538.875,Cycle_1_charge.csv,24,0.556799174,charge,1,
4.205925506,0.150292238,24.5519177,3550.922,Cycle_1_charge.csv,24,0.551917702,charge,1,
4.206164595,0.151859346,24.54069243,3562.985,Cycle_1_charge.csv,24,0.540692427,charge,1,
4.206185554,0.151079775,24.53735684,3574.938,Cycle_1_charge.csv,24,0.537356839,charge,1,
4.206022796,0.148961837,24.53789241,3587.016,Cycle_1_charge.csv,24,0.53789241,charge,1,
4.206403416,0.150265506,24.53151706,3599.125,Cycle_1_charge.csv,24,0.531517064,charge,1,
4.206325307,0.148659839,24.53103139,3611.36,Cycle_1_charge.csv,24,0.531031395,charge,1,
4.206626156,0.149294532,24.53011619,3623.61,Cycle_1_charge.csv,24,0.530116189,charge,1,
4.205690736,0.140842327,24.52704987,3635.938,Cycle_1_charge.csv,24,0.527049869,charge,1,
4.205914006,0.13933633,24.51786138,3648.188,Cycle_1_charge.csv,24,0.517861385,charge,1,
4.205892128,0.140102823,24.51193965,3660.547,Cycle_1_charge.csv,24,0.511939647,charge,1,
4.205979623,0.141227016,24.51611631,3672.891,Cycle_1_charge.csv,24,0.516116311,charge,1,
4.206116113,0.137650524,24.52067509,3685.297,Cycle_1_charge.csv,24,0.520675091,charge,1,
4.206053698,0.139694391,24.50720678,3697.703,Cycle_1_charge.csv,24,0.507206776,charge,1,
4.206200476,0.139576001,24.50178979,3710.266,Cycle_1_charge.csv,24,0.501789785,charge,1,
4.206305504,0.138558461,24.49600278,3722.813,Cycle_1_charge.csv,24,0.496002778,charge,1,
4.206388998,0.139451205,24.49514827,3735.438,Cycle_1_charge.csv,24,0.495148269,charge,1,
4.206282417,0.140063094,24.48660652,3748,Cycle_1_charge.csv,24,0.486606523,charge,1,
4.206518301,0.140076794,24.4827589,3760.703,Cycle_1_charge.csv,24,0.482758901,charge,1,
4.206761325,0.138688739,24.49007646,3773.438,Cycle_1_charge.csv,24,0.490076459,charge,1,
4.20594961,0.128625401,24.4753957,3786.172,Cycle_1_charge.csv,24,0.475395699,charge,1,
4.206007046,0.128703039,24.46665251,3798.891,Cycle_1_charge.csv,24,0.466652506,charge,1,
4.205930204,0.127440707,24.47061752,3811.735,Cycle_1_charge.csv,24,0.470617518,charge,1,
4.206068983,0.130221041,24.46595455,3824.61,Cycle_1_charge.csv,24,0.465954552,charge,1,
4.206004099,0.129141758,24.45767308,3837.516,Cycle_1_charge.csv,24,0.457673078,charge,1,
4.206231672,0.127569657,24.47013984,3850.391,Cycle_1_charge.csv,24,0.470139841,charge,1,
4.20603644,0.130016551,24.4640621,3863.391,Cycle_1_charge.csv,24,0.464062102,charge,1,
4.206304833,0.126105112,24.45889098,3876.407,Cycle_1_charge.csv,24,0.458890981,charge,1,
4.206406304,0.122880587,24.45580626,3889.516,Cycle_1_charge.csv,24,0.455806262,charge,1,
4.206494551,0.12635105,24.45421614,3902.641,Cycle_1_charge.csv,24,0.454216136,charge,1,
4.206622824,0.127066293,24.45408526,3915.75,Cycle_1_charge.csv,24,0.454085258,charge,1,
4.205858602,0.113625124,24.45378635,3928.844,Cycle_1_charge.csv,24,0.453786353,charge,1,
4.205593229,0.115124185,24.44354996,3942.032,Cycle_1_charge.csv,24,0.443549964,charge,1,
4.2058309,0.115487878,24.43314153,3955.219,Cycle_1_charge.csv,24,0.433141531,charge,1,
4.205924999,0.115588886,24.43917399,3968.5,Cycle_1_charge.csv,24,0.439173988,charge,1,
4.205977732,0.117046353,24.4274136,3981.828,Cycle_1_charge.csv,24,0.427413597,charge,1,
4.205745035,0.115016384,24.42954748,3995.235,Cycle_1_charge.csv,24,0.429547479,charge,1,
4.206033851,0.113640059,24.41953332,4008.641,Cycle_1_charge.csv,24,0.419533322,charge,1,
4.20628349,0.11488265,24.42234786,4021.438,Cycle_1_charge.csv,24,0.422347856,charge,1,
4.206358631,0.115238493,24.41452444,4034.313,Cycle_1_charge.csv,24,0.414524438,charge,1,
